uf,tipo_area,sexo,idade,cor,pessoas_dom,freq_esc,nivel_instrucao,ocup_forca,trab_procurou,motivo_ntrab,serv_pub,ocup_cond,ocup_desc,ocup_cod,ocup_grupo,ocup_pos,ocup_pos2,ativ_cod,ativ_grupo,prev,ocup_horas,rendimento,rendimento_total
41,1,masculino,51,4,3,2.0,medio,1.0,,,,1.0,trab_cent_atend,4222.0,4.0,1.0,1.0,61000.0,7.0,1.0,2.0,980.0,980.0
24,4,feminino,41,4,3,2.0,fundamental_inc,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,97000.0,11.0,2.0,2.0,150.0,150.0
25,4,masculino,8,1,7,1.0,fundamental_inc,,,,,,,,,,,,,,,,
15,2,masculino,6,4,2,1.0,sem_instrucao,,,,,,,,,,,,,,,,
23,2,feminino,74,4,4,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,
50,1,feminino,36,4,4,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,
51,4,masculino,39,1,3,2.0,fundamental_inc,1.0,,,,1.0,trab_element_pecuaria,9212.0,9.0,5.0,9.0,1201.0,1.0,2.0,2.0,400.0,400.0
43,4,masculino,1,4,7,,,,,,,,,,,,,,,,,,
21,3,masculino,9,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,
32,4,feminino,44,4,2,2.0,fundamental_inc,1.0,,,,1.0,cuid_pessoais_domic,5322.0,5.0,2.0,4.0,97000.0,11.0,2.0,3.0,1000.0,1000.0
22,4,masculino,25,4,3,2.0,medio_inc,1.0,2.0,,,2.0,,,,,,,,,,,
42,1,feminino,45,1,1,1.0,superior_inc,1.0,,,,1.0,escriturario_geral,4110.0,4.0,1.0,1.0,78000.0,7.0,1.0,2.0,1000.0,1000.0
50,4,feminino,27,4,4,2.0,medio,1.0,,,,1.0,vend_domiciliar,5243.0,5.0,5.0,9.0,48042.0,4.0,2.0,5.0,1000.0,1000.0
23,4,masculino,66,4,8,2.0,sem_instrucao,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,1109.0,1.0,2.0,3.0,600.0,600.0
42,4,feminino,5,1,3,2.0,sem_instrucao,,,,,,,,,,,,,,,,
29,4,feminino,43,4,6,2.0,medio,1.0,,,,1.0,cond_motocicleta,8321.0,8.0,4.0,8.0,49030.0,5.0,2.0,5.0,20000.0,20000.0
15,4,feminino,31,4,5,2.0,fundamental_inc,1.0,,,,1.0,cozinheiro,5120.0,5.0,1.0,2.0,56011.0,6.0,2.0,4.0,937.0,937.0
23,2,masculino,29,1,2,2.0,superior,1.0,,,,1.0,comerciante_loja,5221.0,5.0,5.0,9.0,48075.0,4.0,1.0,3.0,4000.0,4000.0
42,4,masculino,83,1,7,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
21,4,feminino,30,3,5,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,
29,4,masculino,39,4,3,2.0,fundamental_inc,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,1.0,1.0,94091.0,10.0,1.0,4.0,937.0,937.0
43,2,masculino,33,1,2,2.0,medio,1.0,,,,1.0,op_empilhadeira,8344.0,8.0,1.0,2.0,48030.0,4.0,2.0,3.0,2000.0,2000.0
25,4,masculino,29,4,3,2.0,fundamental_inc,1.0,,,,1.0,trab_element_constr_edif,9313.0,9.0,5.0,9.0,41000.0,3.0,2.0,3.0,300.0,300.0
22,4,feminino,26,4,2,1.0,superior_inc,2.0,2.0,2.0,,,,,,,,,,,,,
24,4,masculino,63,1,2,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,
14,1,feminino,20,1,3,1.0,superior_inc,1.0,,,,1.0,trab_contab_calc_custo,4311.0,4.0,1.0,2.0,69000.0,7.0,2.0,2.0,1000.0,1000.0
23,2,masculino,8,4,7,1.0,fundamental_inc,,,,,,,,,,,,,,,,
29,4,feminino,19,2,3,1.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,
42,4,feminino,30,4,3,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,
32,4,feminino,3,4,5,,,,,,,,,,,,,,,,,,
21,4,masculino,29,4,4,2.0,fundamental_inc,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,1.0,1.0,23099.0,2.0,1.0,4.0,1200.0,1200.0
27,4,masculino,42,4,3,2.0,fundamental_inc,1.0,,,2.0,1.0,policial,5412.0,5.0,3.0,6.0,84017.0,8.0,1.0,3.0,1100.0,1100.0
25,4,feminino,9,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,
12,4,masculino,34,4,4,2.0,medio_inc,1.0,,,,1.0,trab_pessoal,4416.0,4.0,1.0,1.0,42000.0,3.0,1.0,3.0,937.0,937.0
35,2,feminino,39,1,4,2.0,fundamental_inc,1.0,,,,1.0,cuid_crianca,5311.0,5.0,2.0,4.0,97000.0,11.0,2.0,3.0,250.0,250.0
52,1,feminino,65,4,2,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
26,1,masculino,44,4,5,2.0,sem_instrucao,1.0,,,,1.0,dirig_emp_const,1323.0,1.0,4.0,8.0,41000.0,3.0,1.0,5.0,937.0,937.0
21,4,feminino,58,3,3,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,
43,2,feminino,7,4,5,1.0,sem_instrucao,,,,,,,,,,,,,,,,
41,4,feminino,28,1,3,2.0,superior,1.0,1.0,,,2.0,,,,,,,,,,,
35,4,feminino,31,1,8,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,
21,4,feminino,9,4,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,
42,4,masculino,31,1,3,2.0,fundamental_inc,1.0,,,,1.0,cond_onibus_bonde,8331.0,8.0,1.0,1.0,49030.0,5.0,1.0,3.0,2500.0,2500.0
31,4,feminino,10,4,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,
15,4,feminino,52,4,2,2.0,fundamental_inc,1.0,,,,1.0,cabeleireiro,5141.0,5.0,5.0,9.0,96020.0,10.0,2.0,2.0,500.0,500.0
29,1,feminino,6,4,3,1.0,sem_instrucao,,,,,,,,,,,,,,,,
41,4,feminino,36,4,3,2.0,medio,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,1.0,48042.0,4.0,1.0,3.0,1400.0,1400.0
15,4,feminino,30,4,5,2.0,medio,1.0,,,,1.0,artesao_tecido_couro,7318.0,7.0,5.0,9.0,13002.0,2.0,2.0,2.0,300.0,400.0
51,1,feminino,47,2,6,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,
52,4,feminino,71,4,4,2.0,fundamental,2.0,2.0,4.0,,,,,,,,,,,,,
53,1,masculino,36,4,3,2.0,fundamental,1.0,,,,1.0,chap_caldeireiro,7213.0,7.0,5.0,9.0,43000.0,3.0,1.0,3.0,5000.0,4500.0
43,2,masculino,29,1,4,2.0,medio,1.0,,,,1.0,confecao_roupa,7532.0,7.0,1.0,1.0,14001.0,2.0,1.0,3.0,1100.0,1100.0
26,4,masculino,47,4,3,2.0,fundamental_inc,1.0,,,,1.0,pedreiros,7112.0,7.0,1.0,1.0,41000.0,3.0,1.0,3.0,937.0,937.0
12,1,masculino,16,4,7,1.0,medio_inc,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,6.0,10.0,56011.0,6.0,2.0,5.0,,
31,4,feminino,4,4,3,,,,,,,,,,,,,,,,,,
29,4,feminino,40,4,2,2.0,medio,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,3.0,97000.0,11.0,1.0,3.0,937.0,937.0
33,4,feminino,35,1,2,2.0,medio,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,1.0,1.0,81011.0,7.0,1.0,2.0,1200.0,1200.0
51,2,feminino,30,4,4,2.0,medio,1.0,,,,1.0,vendambulante,9520.0,9.0,5.0,9.0,48100.0,4.0,2.0,2.0,800.0,800.0
42,4,masculino,1,1,4,,,,,,,,,,,,,,,,,,
29,2,feminino,27,1,2,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
41,4,feminino,25,1,3,2.0,superior,1.0,,,,1.0,nutricionista,2265.0,2.0,1.0,1.0,56011.0,6.0,1.0,5.0,2500.0,2500.0
29,4,masculino,48,4,3,2.0,fundamental_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,5.0,9.0,1203.0,1.0,2.0,2.0,300.0,300.0
12,1,feminino,52,2,3,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,
41,4,masculino,7,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,
17,4,feminino,38,1,3,2.0,medio_inc,1.0,,,,1.0,op_inst_proc_madeira,8172.0,8.0,5.0,9.0,2000.0,1.0,2.0,1.0,450.0,450.0
26,4,masculino,5,4,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,
21,4,masculino,6,4,5,1.0,sem_instrucao,,,,,,,,,,,,,,,,
23,1,masculino,8,4,6,1.0,fundamental_inc,,,,,,,,,,,,,,,,
42,4,feminino,14,1,5,1.0,fundamental_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,5.0,9.0,1204.0,1.0,2.0,2.0,500.0,500.0
25,1,feminino,24,2,2,2.0,fundamental,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,97000.0,11.0,2.0,3.0,550.0,550.0
31,4,feminino,57,4,2,2.0,fundamental_inc,1.0,,,,1.0,cozinheiro,5120.0,5.0,1.0,2.0,56011.0,6.0,1.0,5.0,937.0,937.0
24,2,feminino,4,4,12,,,,,,,,,,,,,,,,,,
22,4,feminino,2,4,6,,,,,,,,,,,,,,,,,,
21,4,masculino,2,4,5,,,,,,,,,,,,,,,,,,
14,4,masculino,41,1,7,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,1112.0,1.0,2.0,3.0,500.0,500.0
29,2,masculino,40,4,4,2.0,medio,1.0,,,,1.0,cozinheiro,5120.0,5.0,1.0,1.0,55000.0,6.0,1.0,3.0,2400.0,2400.0
24,1,masculino,60,4,4,2.0,fundamental_inc,1.0,,,,1.0,cond_carro_taxi_caminhonete,8322.0,8.0,1.0,1.0,93020.0,10.0,1.0,3.0,937.0,937.0
50,4,feminino,21,1,4,2.0,medio,1.0,,,,1.0,cozinheiro,5120.0,5.0,5.0,9.0,23091.0,2.0,1.0,3.0,2500.0,2500.0
25,1,feminino,42,1,3,2.0,superior,1.0,,,,1.0,esp_trat_beleza,5142.0,5.0,5.0,9.0,96090.0,10.0,2.0,3.0,2000.0,2000.0
41,4,feminino,31,1,4,2.0,fundamental_inc,1.0,,,,1.0,magarefe,7511.0,7.0,1.0,1.0,10010.0,2.0,1.0,4.0,1200.0,1200.0
12,1,feminino,0,4,4,,,,,,,,,,,,,,,,,,
33,2,feminino,44,4,2,2.0,medio,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,3.0,97000.0,11.0,1.0,3.0,937.0,937.0
25,4,feminino,45,4,7,2.0,medio,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,1.0,1.0,48042.0,4.0,1.0,5.0,937.0,937.0
14,1,feminino,12,5,6,1.0,fundamental_inc,,,,,,,,,,,,,,,,
26,4,feminino,22,4,2,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,
26,4,feminino,66,4,2,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
21,4,masculino,11,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,
33,2,feminino,33,1,6,2.0,superior,1.0,,,,1.0,escriturario_geral,4110.0,4.0,1.0,1.0,68000.0,7.0,1.0,3.0,1200.0,1200.0
12,1,masculino,20,4,9,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
13,1,feminino,30,4,3,2.0,medio,1.0,,,,1.0,cabeleireiro,5141.0,5.0,1.0,2.0,96020.0,10.0,2.0,5.0,1900.0,1900.0
21,4,feminino,11,2,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,
41,1,feminino,46,1,3,2.0,medio,1.0,,,,1.0,profis_nivmedio_enferm,3221.0,3.0,5.0,9.0,86002.0,9.0,2.0,1.0,1500.0,1500.0
24,2,feminino,43,4,5,2.0,medio,1.0,,,,1.0,dirig_comercio,1221.0,1.0,1.0,1.0,64000.0,7.0,1.0,3.0,2000.0,2000.0
43,4,masculino,19,1,4,1.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
41,4,feminino,66,1,4,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,
32,4,feminino,94,1,3,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,
33,4,feminino,9,2,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,
31,2,masculino,53,4,4,2.0,fundamental_inc,1.0,,,,1.0,cond_carro_taxi_caminhonete,8322.0,8.0,1.0,2.0,49030.0,5.0,1.0,3.0,950.0,950.0
13,2,feminino,30,4,10,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
31,1,feminino,6,4,5,1.0,sem_instrucao,,,,,,,,,,,,,,,,
31,4,masculino,41,2,2,2.0,fundamental_inc,1.0,,,,1.0,cond_motocicleta,8321.0,8.0,5.0,9.0,49030.0,5.0,2.0,5.0,600.0,880.0
13,1,feminino,12,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,
42,4,feminino,40,4,3,2.0,fundamental,1.0,,,,1.0,comerciante_loja,5221.0,5.0,4.0,8.0,56011.0,6.0,1.0,5.0,4000.0,4000.0
33,2,masculino,48,2,3,2.0,medio,1.0,,,,1.0,vend_domiciliar,5243.0,5.0,1.0,2.0,96090.0,10.0,2.0,3.0,1500.0,1500.0
33,4,feminino,75,1,2,2.0,medio,2.0,2.0,4.0,,,,,,,,,,,,,
42,4,feminino,27,1,1,2.0,fundamental,1.0,,,,1.0,conserv_fruta_leg,7514.0,7.0,1.0,1.0,10010.0,2.0,1.0,4.0,1300.0,1300.0
26,4,feminino,82,4,1,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,
23,1,masculino,16,4,5,2.0,medio_inc,2.0,2.0,6.0,,,,,,,,,,,,,
43,2,feminino,65,4,1,2.0,fundamental_inc,2.0,2.0,5.0,,,,,,,,,,,,,
29,1,masculino,40,2,4,2.0,medio,1.0,,,,1.0,cond_carro_taxi_caminhonete,8322.0,8.0,5.0,9.0,49030.0,5.0,2.0,4.0,1500.0,1500.0
33,4,masculino,14,1,2,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,
27,4,masculino,20,4,5,2.0,medio_inc,1.0,,,,1.0,cond_motocicleta,8321.0,8.0,3.0,6.0,48079.0,4.0,2.0,3.0,937.0,937.0
35,4,feminino,7,4,6,1.0,sem_instrucao,,,,,,,,,,,,,,,,
33,4,masculino,27,1,4,2.0,superior,1.0,,,,1.0,sec_geral,4120.0,4.0,1.0,1.0,63000.0,7.0,1.0,3.0,1500.0,1500.0
51,4,masculino,42,4,2,2.0,superior,1.0,,,1.0,1.0,prof_ensino_fund,2341.0,2.0,3.0,7.0,85012.0,9.0,1.0,2.0,2000.0,2000.0
41,4,feminino,7,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,
29,4,feminino,19,4,2,1.0,fundamental,1.0,1.0,,,2.0,,,,,,,,,,,
32,4,masculino,63,1,2,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,1113.0,1.0,2.0,3.0,1200.0,1200.0
53,1,feminino,25,1,5,2.0,fundamental,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,97000.0,11.0,2.0,2.0,800.0,800.0
33,1,masculino,33,1,3,1.0,superior_inc,1.0,1.0,,,2.0,,,,,,,,,,,
53,1,feminino,37,2,2,2.0,fundamental_inc,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,3.0,97000.0,11.0,1.0,3.0,1000.0,1000.0
21,4,masculino,57,4,6,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
21,4,masculino,22,2,3,2.0,medio,1.0,,,,1.0,cond_motocicleta,8321.0,8.0,3.0,6.0,85012.0,9.0,2.0,3.0,1000.0,1000.0
31,4,masculino,36,1,4,2.0,medio_inc,1.0,,,,1.0,guarda_seg,5414.0,5.0,1.0,1.0,80000.0,7.0,1.0,2.0,1300.0,1300.0
12,1,masculino,5,4,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,
22,4,feminino,13,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,
32,4,feminino,27,4,2,2.0,medio,2.0,2.0,5.0,,,,,,,,,,,,,
15,4,feminino,35,4,5,2.0,medio_inc,2.0,2.0,5.0,,,,,,,,,,,,,
35,4,feminino,46,1,4,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,
35,4,feminino,52,1,5,2.0,superior,1.0,,,,1.0,advogado_jurista,2611.0,2.0,5.0,9.0,69000.0,7.0,1.0,3.0,2000.0,2000.0
32,4,feminino,12,4,6,1.0,fundamental_inc,,,,,,,,,,,,,,,,
26,1,feminino,34,4,1,2.0,medio,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,1.0,1.0,93012.0,10.0,1.0,3.0,937.0,937.0
26,2,feminino,50,4,3,2.0,medio,1.0,,,,1.0,escriturario_geral,4110.0,4.0,1.0,1.0,86001.0,9.0,1.0,3.0,937.0,937.0
41,4,masculino,60,1,3,2.0,fundamental_inc,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,5.0,9.0,49040.0,5.0,2.0,5.0,1500.0,600.0
31,4,feminino,37,2,4,1.0,superior_inc,1.0,,,1.0,1.0,profis_nivmedio_enferm,3221.0,3.0,3.0,7.0,86001.0,9.0,1.0,3.0,2800.0,3600.0
41,4,masculino,16,4,3,1.0,medio_inc,2.0,2.0,4.0,,,,,,,,,,,,,
27,4,masculino,53,4,2,2.0,fundamental_inc,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,5.0,9.0,49040.0,5.0,2.0,3.0,8000.0,8000.0
35,4,masculino,11,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,
41,4,feminino,5,4,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,
33,2,feminino,61,4,2,2.0,fundamental_inc,1.0,,,,1.0,cozinheiro,5120.0,5.0,1.0,2.0,56011.0,6.0,1.0,2.0,480.0,480.0
21,4,feminino,70,2,2,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,
33,4,feminino,36,4,2,2.0,superior,1.0,,,,1.0,dirig_serv_educ,1345.0,1.0,1.0,1.0,85012.0,9.0,1.0,3.0,2200.0,2200.0
35,1,masculino,50,1,3,2.0,superior,1.0,,,,1.0,dirig_financ,1211.0,1.0,4.0,8.0,48050.0,4.0,1.0,5.0,6000.0,6000.0
41,4,masculino,4,4,5,,,,,,,,,,,,,,,,,,
22,4,feminino,1,4,5,,,,,,,,,,,,,,,,,,
31,1,feminino,30,1,2,2.0,medio,1.0,,,,1.0,esp_trat_beleza,5142.0,5.0,1.0,2.0,96020.0,10.0,2.0,3.0,2000.0,2000.0
29,1,feminino,17,1,4,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
16,1,masculino,18,4,6,1.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,
21,3,feminino,16,2,2,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,
21,4,masculino,4,4,9,,,,,,,,,,,,,,,,,,
17,4,feminino,28,4,5,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,
52,4,feminino,63,4,3,2.0,superior,2.0,2.0,4.0,,,,,,,,,,,,,
32,2,masculino,74,1,4,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,
28,4,masculino,5,4,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,
29,4,feminino,4,4,5,,,,,,,,,,,,,,,,,,
27,4,feminino,65,1,3,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,
53,1,masculino,37,4,5,2.0,superior,1.0,1.0,,,2.0,,,,,,,,,,,
41,4,feminino,52,1,3,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,
42,4,masculino,15,1,4,1.0,fundamental,2.0,2.0,2.0,,,,,,,,,,,,,
51,4,masculino,77,1,2,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
24,1,feminino,52,1,3,1.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,
33,1,masculino,61,4,2,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,
21,4,feminino,54,4,5,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,
25,1,feminino,68,1,4,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,
21,4,feminino,16,4,4,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,
32,2,feminino,4,4,9,,,,,,,,,,,,,,,,,,
31,4,feminino,65,1,3,2.0,superior,2.0,2.0,4.0,,,,,,,,,,,,,
15,4,masculino,30,4,4,2.0,superior,1.0,,,1.0,1.0,prof_ensino_fund,2341.0,2.0,3.0,7.0,85012.0,9.0,1.0,3.0,2000.0,2000.0
29,1,masculino,18,2,9,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
41,4,masculino,58,4,3,2.0,fundamental_inc,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,5.0,9.0,49040.0,5.0,2.0,2.0,1200.0,1200.0
35,4,masculino,47,1,3,2.0,fundamental_inc,2.0,1.0,3.0,,,,,,,,,,,,,
13,1,masculino,50,4,2,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,
33,4,feminino,42,1,4,2.0,superior_inc,1.0,,,,1.0,vend_domiciliar,5243.0,5.0,5.0,9.0,48071.0,4.0,2.0,2.0,700.0,500.0
52,4,masculino,16,4,4,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,
33,4,feminino,72,1,2,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,
29,4,feminino,34,1,2,2.0,medio,1.0,,,,1.0,agricultor,6111.0,6.0,6.0,10.0,1109.0,1.0,2.0,2.0,,
21,4,masculino,13,4,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,
43,4,feminino,29,1,2,2.0,medio,1.0,,,,1.0,prof_ensino_pre_esc,2342.0,2.0,1.0,1.0,85012.0,9.0,1.0,3.0,1800.0,1800.0
43,1,feminino,39,1,2,1.0,superior_inc,1.0,,,,1.0,dirig_financ,1211.0,1.0,1.0,1.0,64000.0,7.0,1.0,3.0,12000.0,12000.0
35,1,feminino,89,1,1,2.0,superior,2.0,2.0,4.0,,,,,,,,,,,,,
43,4,feminino,19,4,4,1.0,medio_inc,2.0,2.0,1.0,,,,,,,,,,,,,
29,4,feminino,42,4,7,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,
35,4,masculino,51,4,4,2.0,fundamental,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,1.0,1.0,49040.0,5.0,1.0,5.0,2300.0,2300.0
50,1,feminino,3,4,6,,,,,,,,,,,,,,,,,,
12,1,masculino,43,1,5,2.0,medio,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,1.0,1.0,48030.0,4.0,1.0,3.0,2000.0,2000.0
43,1,masculino,20,1,2,2.0,medio,1.0,,,,1.0,carpinteiro,7115.0,7.0,1.0,1.0,16002.0,2.0,1.0,3.0,1800.0,1800.0
23,4,masculino,34,4,3,2.0,medio,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,1.0,2.0,1109.0,1.0,2.0,2.0,450.0,450.0
41,4,feminino,51,2,3,2.0,fundamental_inc,1.0,,,,1.0,caixa_exped_bilhete,5230.0,5.0,1.0,1.0,48080.0,4.0,1.0,3.0,1100.0,1300.0
15,4,feminino,76,4,1,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,
33,2,feminino,64,2,2,2.0,medio,2.0,2.0,6.0,,,,,,,,,,,,,
21,4,masculino,25,1,4,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,1.0,2.0,1201.0,1.0,2.0,2.0,160.0,0.0
29,4,masculino,82,4,3,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
21,4,feminino,48,4,3,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,
33,2,masculino,55,4,1,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,
25,1,feminino,58,4,3,2.0,medio,1.0,,,1.0,1.0,cozinheiro,5120.0,5.0,3.0,7.0,85012.0,9.0,1.0,3.0,937.0,937.0
25,4,feminino,48,4,3,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,
15,1,masculino,30,4,3,2.0,medio,1.0,,,,1.0,cond_carro_taxi_caminhonete,8322.0,8.0,1.0,1.0,85013.0,9.0,1.0,3.0,1800.0,1900.0
23,4,masculino,47,1,4,2.0,fundamental_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,5.0,9.0,1201.0,1.0,2.0,2.0,650.0,650.0
33,4,masculino,59,1,1,2.0,fundamental_inc,1.0,,,,1.0,pedreiros,7112.0,7.0,5.0,9.0,41000.0,3.0,1.0,3.0,1000.0,1000.0
51,4,masculino,68,2,3,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,
42,4,feminino,60,1,1,2.0,medio,2.0,2.0,3.0,,,,,,,,,,,,,
23,4,masculino,13,4,2,1.0,fundamental_inc,,,,,,,,,,,,,,,,
35,4,feminino,53,1,4,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,
31,4,feminino,25,1,4,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,
43,4,feminino,70,1,2,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,
26,4,masculino,6,1,7,1.0,sem_instrucao,,,,,,,,,,,,,,,,
52,1,masculino,48,4,3,2.0,fundamental_inc,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,5.0,9.0,45010.0,4.0,2.0,2.0,937.0,937.0
35,1,feminino,56,1,2,2.0,medio_inc,2.0,2.0,6.0,,,,,,,,,,,,,
33,1,feminino,69,1,3,2.0,medio,2.0,2.0,4.0,,,,,,,,,,,,,
24,4,masculino,16,4,3,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,
15,4,feminino,15,4,6,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,
13,2,feminino,10,4,6,1.0,fundamental_inc,,,,,,,,,,,,,,,,
53,1,feminino,42,1,5,2.0,superior,2.0,2.0,2.0,,,,,,,,,,,,,
43,4,feminino,11,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,
23,4,masculino,26,1,3,2.0,medio_inc,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,1102.0,1.0,2.0,2.0,300.0,180.0
13,1,feminino,36,4,3,2.0,superior,1.0,,,1.0,1.0,profis_enfermagem,2221.0,2.0,3.0,7.0,86002.0,9.0,1.0,2.0,7000.0,7000.0
23,2,feminino,29,4,5,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,
32,2,feminino,2,4,4,,,,,,,,,,,,,,,,,,
33,1,feminino,8,1,6,2.0,sem_instrucao,,,,,,,,,,,,,,,,
15,2,feminino,44,4,2,2.0,medio_inc,1.0,,,,1.0,vendambulante,9520.0,9.0,5.0,9.0,48100.0,4.0,2.0,1.0,300.0,300.0
28,2,feminino,17,4,4,2.0,medio,2.0,2.0,2.0,,,,,,,,,,,,,
