uf,tipo_area,sexo,idade,cor,pessoas_dom,freq_esc,nivel_instrucao,ocup_forca,trab_procurou,motivo_ntrab,serv_pub,ocup_cond,ocup_desc,ocup_cod,ocup_grupo,ocup_pos,ocup_pos2,ativ_cod,ativ_grupo,prev,ocup_horas,rendimento,rendimento_total
31,1,masculino,15,1,2,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,
21,4,feminino,17,2,5,2.0,medio,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,6.0,10.0,48030.0,4.0,2.0,1.0,,
25,4,feminino,59,1,2,2.0,superior,1.0,,,1.0,1.0,outros_dirig_geren,1349.0,1.0,3.0,7.0,91000.0,10.0,1.0,2.0,937.0,937.0
51,2,feminino,2,1,3,,,,,,,,,,,,,,,,,,
35,4,masculino,32,4,2,2.0,fundamental_inc,1.0,,,,1.0,telhador,7121.0,7.0,5.0,9.0,43000.0,3.0,2.0,2.0,800.0,800.0
15,4,feminino,42,4,10,2.0,fundamental_inc,1.0,,,,1.0,costureiro,7533.0,7.0,5.0,9.0,13001.0,2.0,2.0,2.0,200.0,200.0
35,2,masculino,22,1,6,2.0,medio,1.0,,,,1.0,port_zelador,5153.0,5.0,1.0,1.0,80000.0,7.0,1.0,3.0,1400.0,1400.0
53,1,feminino,21,4,4,1.0,superior_inc,1.0,1.0,,,2.0,,,,,,,,,,,
24,4,feminino,54,4,3,2.0,sem_instrucao,2.0,2.0,6.0,,,,,,,,,,,,,
42,4,feminino,30,4,2,2.0,superior,1.0,,,,1.0,prof_ensino_pre_esc,2342.0,2.0,3.0,6.0,85011.0,9.0,1.0,3.0,2600.0,2600.0
15,4,masculino,8,2,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,
41,4,masculino,44,1,8,2.0,fundamental_inc,1.0,,,,1.0,carregador,9333.0,9.0,5.0,9.0,1107.0,1.0,1.0,3.0,300.0,0.0
22,4,feminino,54,4,4,2.0,sem_instrucao,2.0,2.0,1.0,,,,,,,,,,,,,
41,1,masculino,58,1,5,2.0,fundamental_inc,1.0,,,,1.0,pintor_empap,7131.0,7.0,5.0,9.0,43000.0,3.0,2.0,3.0,1100.0,1100.0
27,1,feminino,47,1,5,2.0,superior,1.0,,,,1.0,vend_domiciliar,5243.0,5.0,5.0,9.0,48071.0,4.0,1.0,3.0,1800.0,1800.0
15,4,masculino,9,4,6,1.0,sem_instrucao,,,,,,,,,,,,,,,,
33,4,feminino,37,1,5,2.0,medio,1.0,,,,1.0,ajud_prof,5312.0,5.0,3.0,6.0,85012.0,9.0,1.0,3.0,937.0,937.0
42,4,masculino,14,1,5,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,
21,1,masculino,8,4,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,
28,2,feminino,18,1,3,1.0,fundamental,2.0,2.0,2.0,,,,,,,,,,,,,
25,4,masculino,38,4,3,2.0,sem_instrucao,1.0,,,,1.0,trab_element_constr_edif,9313.0,9.0,5.0,9.0,41000.0,3.0,1.0,3.0,937.0,937.0
35,4,feminino,40,1,4,1.0,superior,1.0,,,1.0,1.0,dirig_serv_educ,1345.0,1.0,3.0,7.0,85012.0,9.0,1.0,5.0,6000.0,9500.0
33,4,feminino,56,4,1,2.0,fundamental_inc,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,97000.0,11.0,2.0,1.0,150.0,150.0
32,2,feminino,37,4,7,2.0,medio_inc,2.0,2.0,1.0,,,,,,,,,,,,,
35,2,feminino,17,1,5,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,
32,2,masculino,55,4,4,2.0,fundamental_inc,1.0,,,,1.0,cond_carro_taxi_caminhonete,8322.0,8.0,1.0,1.0,49030.0,5.0,1.0,3.0,1300.0,1300.0
33,2,masculino,46,4,4,2.0,fundamental,1.0,,,,1.0,guarda_seg,5414.0,5.0,1.0,1.0,80000.0,7.0,1.0,3.0,1874.0,1874.0
43,4,masculino,13,1,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,
41,2,feminino,76,1,6,2.0,fundamental,2.0,2.0,4.0,,,,,,,,,,,,,
26,4,feminino,67,4,4,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,
42,4,masculino,42,1,2,2.0,medio,1.0,,,,1.0,op_maq_alim,8160.0,8.0,1.0,1.0,10030.0,2.0,1.0,2.0,1700.0,1700.0
53,1,masculino,78,4,6,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
31,4,feminino,4,1,4,,,,,,,,,,,,,,,,,,
29,4,masculino,1,1,7,,,,,,,,,,,,,,,,,,
52,3,feminino,57,4,2,2.0,sem_instrucao,2.0,2.0,1.0,,,,,,,,,,,,,
21,4,masculino,63,5,3,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,
26,1,feminino,3,2,4,,,,,,,,,,,,,,,,,,
12,4,feminino,0,4,3,,,,,,,,,,,,,,,,,,
25,4,masculino,13,4,3,1.0,fundamental_inc,,,,,,,,,,,,,,,,
27,4,feminino,22,4,4,1.0,medio_inc,1.0,,,,1.0,recep_geral,4226.0,4.0,3.0,6.0,84013.0,8.0,2.0,3.0,1000.0,1000.0
15,4,feminino,6,1,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,
17,4,masculino,50,4,4,2.0,fundamental_inc,1.0,,,2.0,1.0,guarda_seg,5414.0,5.0,3.0,6.0,85011.0,9.0,1.0,2.0,950.0,950.0
43,4,feminino,31,1,1,2.0,superior,1.0,,,1.0,1.0,cozinheiro,5120.0,5.0,3.0,7.0,85013.0,9.0,1.0,2.0,1700.0,1700.0
21,4,masculino,55,4,4,2.0,sem_instrucao,1.0,,,,1.0,cozinheiro,5120.0,5.0,2.0,4.0,97000.0,11.0,2.0,3.0,937.0,937.0
24,1,masculino,20,2,3,2.0,medio,2.0,2.0,2.0,,,,,,,,,,,,,
26,4,feminino,29,4,3,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,
21,1,feminino,42,4,4,2.0,fundamental_inc,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,97000.0,11.0,2.0,2.0,200.0,200.0
42,4,feminino,28,1,2,2.0,superior,2.0,2.0,6.0,,,,,,,,,,,,,
15,4,feminino,61,1,3,2.0,fundamental,1.0,,,,1.0,cozinheiro,5120.0,5.0,1.0,1.0,56011.0,6.0,1.0,4.0,937.0,1000.0
31,4,feminino,16,1,2,1.0,sem_instrucao,2.0,2.0,2.0,,,,,,,,,,,,,
23,1,feminino,32,4,4,2.0,medio,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,2.0,56011.0,6.0,2.0,2.0,937.0,937.0
53,1,feminino,70,4,4,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
33,4,masculino,70,1,3,2.0,medio,2.0,2.0,4.0,,,,,,,,,,,,,
15,1,feminino,39,4,7,2.0,fundamental,2.0,2.0,1.0,,,,,,,,,,,,,
21,4,masculino,11,4,2,1.0,fundamental_inc,,,,,,,,,,,,,,,,
21,4,masculino,82,2,1,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,
31,2,feminino,18,4,3,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
23,4,masculino,35,4,8,2.0,medio,1.0,,,,1.0,marceneiro,7522.0,7.0,5.0,9.0,31000.0,2.0,2.0,5.0,1000.0,1000.0
42,4,masculino,70,1,2,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
50,1,masculino,31,4,2,2.0,superior_inc,2.0,2.0,1.0,,,,,,,,,,,,,
42,2,masculino,33,4,4,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,
32,2,feminino,16,4,4,1.0,medio_inc,1.0,1.0,,,2.0,,,,,,,,,,,
15,4,masculino,55,1,2,2.0,medio,1.0,,,,1.0,dirig_adm,1219.0,1.0,4.0,8.0,96010.0,10.0,2.0,3.0,1000.0,1000.0
29,1,masculino,70,2,1,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
32,2,masculino,62,1,3,2.0,superior,1.0,,,1.0,1.0,prof_ensino_medio,2330.0,2.0,3.0,7.0,85013.0,9.0,1.0,5.0,5000.0,5000.0
25,4,feminino,23,4,3,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
21,4,masculino,35,1,4,2.0,sem_instrucao,2.0,2.0,6.0,,,,,,,,,,,,,
33,2,masculino,37,4,4,2.0,fundamental_inc,1.0,,,,1.0,pedreiros,7112.0,7.0,5.0,9.0,41000.0,3.0,2.0,3.0,2000.0,2000.0
41,4,feminino,42,4,5,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,
42,1,feminino,40,1,4,1.0,superior,1.0,,,,1.0,prof_ensino_fund,2341.0,2.0,1.0,1.0,85012.0,9.0,1.0,2.0,2500.0,2500.0
15,4,feminino,27,4,5,2.0,medio_inc,1.0,,,,1.0,pescador,6225.0,6.0,6.0,10.0,3001.0,1.0,2.0,1.0,,
32,2,feminino,33,1,2,2.0,superior,1.0,,,,1.0,chefe_cozinha,3434.0,3.0,5.0,9.0,74000.0,7.0,2.0,3.0,3000.0,3000.0
42,4,masculino,37,1,2,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
35,2,masculino,45,1,8,2.0,fundamental_inc,2.0,2.0,5.0,,,,,,,,,,,,,
12,1,feminino,31,1,4,2.0,fundamental,1.0,,,,1.0,port_zelador,5153.0,5.0,1.0,1.0,85012.0,9.0,1.0,3.0,950.0,950.0
14,1,masculino,2,4,12,,,,,,,,,,,,,,,,,,
21,4,masculino,32,1,6,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,
32,2,masculino,17,2,4,1.0,fundamental,1.0,1.0,,,2.0,,,,,,,,,,,
29,4,masculino,78,1,1,2.0,sem_instrucao,1.0,,,,1.0,criador_gado,6121.0,6.0,5.0,9.0,1201.0,1.0,2.0,1.0,3000.0,3000.0
42,4,masculino,16,1,3,1.0,medio_inc,1.0,,,,1.0,sec_geral,4120.0,4.0,6.0,10.0,24003.0,2.0,2.0,1.0,,
11,1,feminino,32,4,4,2.0,medio,1.0,,,,1.0,prof_ensino_medio,2330.0,2.0,1.0,1.0,85013.0,9.0,1.0,3.0,2000.0,2000.0
35,2,feminino,49,1,4,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,
12,4,feminino,66,4,3,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
43,2,feminino,25,1,2,1.0,superior,1.0,,,,1.0,esp_trat_beleza,5142.0,5.0,5.0,9.0,96090.0,10.0,2.0,5.0,4000.0,4000.0
35,4,masculino,29,4,4,2.0,medio,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,1.0,1.0,1112.0,1.0,1.0,4.0,1100.0,1100.0
52,4,masculino,17,4,3,1.0,medio_inc,2.0,2.0,6.0,,,,,,,,,,,,,
35,4,masculino,50,1,3,2.0,medio,1.0,,,2.0,1.0,cond_carro_taxi_caminhonete,8322.0,8.0,3.0,5.0,86002.0,9.0,1.0,3.0,1500.0,1500.0
13,4,feminino,10,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,
51,4,masculino,18,4,5,1.0,fundamental,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,1.0,1.0,48030.0,4.0,1.0,3.0,1300.0,1200.0
43,4,feminino,19,1,5,1.0,superior_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,6.0,10.0,1201.0,1.0,2.0,2.0,,
41,4,masculino,14,1,6,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,
50,4,masculino,25,1,3,2.0,superior,1.0,,,,1.0,contab_guarda_livros,3313.0,3.0,1.0,1.0,69000.0,7.0,1.0,3.0,2000.0,2000.0
29,1,feminino,28,1,3,1.0,superior_inc,1.0,,,,1.0,escriturario_geral,4110.0,4.0,1.0,1.0,69000.0,7.0,1.0,3.0,937.0,937.0
28,1,masculino,34,4,4,2.0,superior,1.0,,,,1.0,instrutor_ed_fisica,3423.0,3.0,1.0,1.0,93012.0,10.0,1.0,3.0,1500.0,1500.0
15,4,feminino,50,4,9,2.0,fundamental_inc,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,3.0,6.0,85012.0,9.0,2.0,3.0,937.0,937.0
22,4,masculino,0,4,4,,,,,,,,,,,,,,,,,,
29,1,feminino,50,4,3,2.0,medio,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,1.0,1.0,55000.0,6.0,1.0,3.0,1000.0,970.0
22,1,masculino,55,4,3,2.0,fundamental_inc,1.0,,,,1.0,comerciante_loja,5221.0,5.0,4.0,8.0,48073.0,4.0,1.0,5.0,3000.0,3000.0
16,1,masculino,84,4,4,2.0,fundamental,2.0,2.0,4.0,,,,,,,,,,,,,
33,2,feminino,37,1,2,2.0,superior,2.0,1.0,1.0,,,,,,,,,,,,,
42,4,masculino,39,1,5,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
27,1,feminino,52,1,1,2.0,medio,2.0,2.0,4.0,,,,,,,,,,,,,
35,2,masculino,29,1,5,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
21,4,masculino,17,4,4,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,
51,4,feminino,55,1,3,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,
33,1,feminino,42,4,3,1.0,superior_inc,1.0,,,,1.0,geren_restaurante,1412.0,1.0,1.0,1.0,56011.0,6.0,1.0,3.0,3000.0,3000.0
23,1,feminino,29,4,3,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,
27,4,masculino,13,4,6,1.0,fundamental_inc,,,,,,,,,,,,,,,,
43,4,feminino,36,1,4,2.0,medio,1.0,,,,1.0,dirig_ind_transf,1321.0,1.0,4.0,8.0,10010.0,2.0,1.0,3.0,1500.0,1500.0
31,4,masculino,37,1,4,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,1110.0,1.0,2.0,3.0,400.0,400.0
27,4,feminino,45,4,6,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,
31,4,feminino,62,1,2,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,
11,4,masculino,13,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,
32,4,feminino,66,2,2,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
21,4,masculino,8,4,2,1.0,fundamental_inc,,,,,,,,,,,,,,,,
31,4,masculino,51,4,5,2.0,fundamental_inc,1.0,,,,1.0,op_guindaste,8343.0,8.0,1.0,1.0,77020.0,7.0,1.0,3.0,1800.0,1800.0
32,2,masculino,61,4,4,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,
25,4,masculino,30,4,3,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,
31,4,masculino,33,4,5,2.0,medio_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,5.0,9.0,1201.0,1.0,1.0,5.0,200.0,700.0
41,1,masculino,39,1,4,2.0,superior,1.0,,,,1.0,dirig_pesq_desenv,1223.0,1.0,1.0,1.0,32009.0,2.0,1.0,3.0,3500.0,3500.0
21,4,masculino,78,2,3,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,
17,4,masculino,39,4,5,2.0,fundamental_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,1.0,1.0,1201.0,1.0,1.0,5.0,937.0,937.0
31,4,masculino,40,4,3,2.0,medio,1.0,,,,1.0,pedreiros,7112.0,7.0,1.0,1.0,41000.0,3.0,1.0,3.0,1200.0,1200.0
41,4,masculino,11,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,
33,1,masculino,12,4,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,
16,4,masculino,38,4,4,2.0,superior,1.0,,,1.0,1.0,prof_ensino_fund,2341.0,2.0,3.0,7.0,85012.0,9.0,1.0,3.0,1500.0,1500.0
12,4,feminino,16,4,2,2.0,fundamental,2.0,2.0,1.0,,,,,,,,,,,,,
50,4,masculino,52,4,4,2.0,superior,1.0,,,1.0,1.0,prof_ensino_superior,2310.0,2.0,3.0,7.0,85014.0,9.0,1.0,3.0,12300.0,12300.0
53,1,masculino,4,4,4,,,,,,,,,,,,,,,,,,
13,4,feminino,47,4,3,2.0,superior,1.0,,,1.0,1.0,prof_ensino_fund,2341.0,2.0,3.0,7.0,85012.0,9.0,1.0,3.0,1600.0,1600.0
33,4,masculino,22,4,4,2.0,medio,1.0,,,,1.0,mensageiros_carreg_bagagem_encomenda,9621.0,9.0,1.0,1.0,94010.0,10.0,1.0,3.0,800.0,800.0
35,1,feminino,32,4,2,2.0,medio,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,1.0,48050.0,4.0,1.0,4.0,1800.0,1800.0
53,1,masculino,56,4,2,2.0,medio,1.0,,,2.0,1.0,mec_maq_agric_ind,7233.0,7.0,3.0,5.0,36000.0,2.0,1.0,3.0,5000.0,5000.0
33,4,feminino,6,2,6,1.0,sem_instrucao,,,,,,,,,,,,,,,,
27,2,masculino,10,4,3,1.0,fundamental_inc,,,,,,,,,,,,,,,,
29,4,masculino,2,4,4,,,,,,,,,,,,,,,,,,
22,4,feminino,22,4,6,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
33,4,feminino,62,1,3,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
31,4,feminino,74,1,1,2.0,medio,2.0,2.0,3.0,,,,,,,,,,,,,
24,4,masculino,4,1,5,,,,,,,,,,,,,,,,,,
51,4,masculino,19,4,1,1.0,medio_inc,1.0,,,,1.0,mec_inst_refrig_climat,7127.0,7.0,1.0,2.0,45020.0,4.0,2.0,3.0,937.0,937.0
42,4,feminino,24,2,4,2.0,medio,2.0,2.0,6.0,,,,,,,,,,,,,
29,4,masculino,22,1,1,2.0,medio_inc,1.0,,,,1.0,chap_caldeireiro,7213.0,7.0,1.0,2.0,25001.0,2.0,2.0,3.0,1000.0,1000.0
53,1,masculino,34,4,2,2.0,superior,1.0,,,,1.0,contador,2411.0,2.0,1.0,1.0,78000.0,7.0,1.0,3.0,2500.0,2500.0
29,4,feminino,79,1,2,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,
35,4,feminino,40,4,3,2.0,medio,2.0,2.0,3.0,,,,,,,,,,,,,
25,1,masculino,78,1,1,2.0,fundamental,2.0,2.0,3.0,,,,,,,,,,,,,
28,4,feminino,68,1,2,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,
51,1,feminino,17,4,3,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,
31,4,feminino,21,1,3,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
52,1,masculino,53,4,3,2.0,medio,1.0,,,,1.0,tecnico_eletronica,3114.0,3.0,5.0,9.0,95030.0,10.0,2.0,3.0,1874.0,1874.0
27,4,feminino,19,1,5,1.0,medio,2.0,2.0,3.0,,,,,,,,,,,,,
16,1,feminino,41,4,5,2.0,fundamental,2.0,2.0,1.0,,,,,,,,,,,,,
42,4,masculino,26,4,3,2.0,superior,1.0,,,,1.0,espec_polit_serv_pessoal,2423.0,2.0,1.0,1.0,24003.0,2.0,1.0,3.0,3000.0,4000.0
21,2,masculino,25,4,3,2.0,fundamental,1.0,,,,1.0,vend_domiciliar,5243.0,5.0,5.0,9.0,41000.0,3.0,2.0,3.0,500.0,500.0
35,1,feminino,62,1,2,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,
28,1,masculino,19,2,6,1.0,sem_instrucao,2.0,2.0,2.0,,,,,,,,,,,,,
21,4,feminino,51,4,3,2.0,sem_instrucao,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,97000.0,11.0,2.0,5.0,200.0,200.0
28,4,feminino,44,1,4,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,
22,1,masculino,38,4,3,2.0,fundamental,1.0,,,,1.0,cond_carro_taxi_caminhonete,8322.0,8.0,5.0,9.0,49030.0,5.0,2.0,4.0,937.0,937.0
35,1,masculino,29,1,1,2.0,superior,1.0,,,,1.0,analista_sistema,2511.0,2.0,1.0,1.0,62000.0,7.0,1.0,3.0,7000.0,10500.0
42,4,masculino,71,4,1,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
17,4,masculino,27,4,3,1.0,superior_inc,1.0,,,,1.0,demonst_loja,5242.0,5.0,1.0,1.0,48030.0,4.0,1.0,5.0,1500.0,1500.0
11,4,feminino,74,1,3,2.0,medio,2.0,2.0,4.0,,,,,,,,,,,,,
43,4,masculino,34,1,3,2.0,fundamental,1.0,,,,1.0,criador_gado,6121.0,6.0,5.0,9.0,1201.0,1.0,1.0,5.0,1110.0,1100.0
41,4,masculino,3,1,4,,,,,,,,,,,,,,,,,,
29,2,feminino,6,2,2,1.0,sem_instrucao,,,,,,,,,,,,,,,,
52,1,masculino,40,1,2,1.0,superior,1.0,,,,1.0,advogado_jurista,2611.0,2.0,5.0,9.0,69000.0,7.0,2.0,3.0,7000.0,7000.0
23,1,feminino,79,2,2,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
35,2,feminino,29,1,5,2.0,medio,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,2.0,48077.0,4.0,2.0,3.0,200.0,200.0
21,4,feminino,44,4,3,2.0,sem_instrucao,2.0,2.0,1.0,,,,,,,,,,,,,
32,4,masculino,19,4,3,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
21,4,feminino,38,4,4,2.0,medio,1.0,,,,1.0,prof_ensino_pre_esc,2342.0,2.0,3.0,5.0,85012.0,9.0,1.0,3.0,1500.0,1500.0
27,4,masculino,24,4,3,2.0,medio,2.0,1.0,3.0,,,,,,,,,,,,,
31,4,feminino,40,2,3,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
35,4,feminino,51,1,3,2.0,fundamental_inc,1.0,,,,1.0,ajud_prof,5312.0,5.0,1.0,1.0,85012.0,9.0,1.0,3.0,920.0,920.0
53,1,feminino,25,4,6,2.0,medio_inc,1.0,,,,1.0,esp_trat_beleza,5142.0,5.0,5.0,9.0,96020.0,10.0,2.0,3.0,500.0,500.0
21,4,masculino,1,1,3,,,,,,,,,,,,,,,,,,
32,1,feminino,45,4,2,2.0,fundamental_inc,1.0,,,,1.0,vend_amb_alimento,5212.0,5.0,5.0,9.0,56020.0,6.0,2.0,2.0,350.0,350.0
13,4,feminino,7,4,7,1.0,sem_instrucao,,,,,,,,,,,,,,,,
15,1,masculino,39,1,4,2.0,superior,1.0,,,,1.0,tec_radiodif_grav_audiovisual,3521.0,3.0,4.0,8.0,59000.0,7.0,1.0,5.0,1500.0,700.0
42,4,masculino,21,1,6,1.0,superior_inc,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,1.0,48050.0,4.0,1.0,3.0,2500.0,2500.0
21,1,feminino,55,4,2,2.0,medio,2.0,2.0,3.0,,,,,,,,,,,,,
26,4,feminino,6,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,
27,4,feminino,7,4,3,1.0,fundamental_inc,,,,,,,,,,,,,,,,
33,1,feminino,34,4,2,2.0,medio,1.0,,,,1.0,vend_amb_alimento,5212.0,5.0,5.0,9.0,56020.0,6.0,2.0,2.0,200.0,350.0
50,4,feminino,46,4,7,2.0,fundamental,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,5.0,9.0,48042.0,4.0,2.0,2.0,500.0,400.0
25,4,masculino,31,4,3,2.0,fundamental_inc,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,5.0,9.0,49040.0,5.0,2.0,3.0,2000.0,2000.0
29,4,feminino,50,4,2,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,
21,4,masculino,13,4,2,1.0,fundamental_inc,,,,,,,,,,,,,,,,
16,1,feminino,6,1,5,1.0,sem_instrucao,,,,,,,,,,,,,,,,
32,2,masculino,0,1,3,,,,,,,,,,,,,,,,,,
42,1,masculino,14,4,5,1.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,
35,1,feminino,76,4,2,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,
32,2,feminino,41,4,5,2.0,medio,1.0,,,,1.0,supervisor_loja,5222.0,5.0,1.0,1.0,48080.0,4.0,1.0,3.0,1300.0,3000.0
43,4,feminino,51,1,2,2.0,fundamental,2.0,2.0,3.0,,,,,,,,,,,,,
29,4,masculino,42,4,3,2.0,sem_instrucao,1.0,,,,1.0,op_maq_movim_terra,8342.0,8.0,1.0,1.0,42000.0,3.0,1.0,3.0,1500.0,1500.0
31,4,masculino,62,1,6,2.0,fundamental_inc,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,1.0,2.0,1113.0,1.0,2.0,4.0,937.0,937.0
22,1,feminino,43,4,2,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,
13,1,masculino,19,4,7,1.0,medio_inc,1.0,1.0,,,2.0,,,,,,,,,,,
11,1,masculino,67,4,2,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,
52,3,feminino,24,4,4,2.0,medio,1.0,,,,1.0,trab_cent_atend,4222.0,4.0,1.0,1.0,78000.0,7.0,1.0,2.0,1300.0,1300.0
33,2,feminino,27,4,2,2.0,medio_inc,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,3.0,97000.0,11.0,1.0,4.0,1300.0,1300.0
42,4,masculino,16,1,3,1.0,fundamental,2.0,2.0,2.0,,,,,,,,,,,,,
43,4,feminino,70,1,1,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
27,1,masculino,41,4,4,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,
41,1,masculino,40,1,4,1.0,superior,1.0,,,,1.0,advogado_jurista,2611.0,2.0,4.0,8.0,69000.0,7.0,1.0,5.0,6000.0,19000.0
31,4,feminino,63,4,2,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,
31,4,masculino,17,4,4,1.0,medio_inc,2.0,2.0,6.0,,,,,,,,,,,,,
15,4,feminino,76,4,7,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,
29,2,feminino,38,2,4,2.0,sem_instrucao,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,5.0,9.0,1108.0,1.0,1.0,2.0,50.0,50.0
13,4,masculino,50,4,3,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,
21,4,feminino,48,4,5,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,
35,4,feminino,31,4,3,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,
28,1,feminino,4,1,3,,,,,,,,,,,,,,,,,,
29,4,feminino,55,1,3,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,
13,4,masculino,17,1,6,1.0,fundamental_inc,1.0,,,,1.0,pescador,6225.0,6.0,6.0,10.0,3001.0,1.0,2.0,2.0,,
11,4,feminino,30,1,2,2.0,medio_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,5.0,9.0,1201.0,1.0,2.0,2.0,400.0,400.0
31,4,masculino,55,1,2,2.0,superior,1.0,,,,1.0,contador,2411.0,2.0,4.0,8.0,69000.0,7.0,1.0,3.0,6000.0,6000.0
50,4,masculino,16,1,5,1.0,fundamental_inc,1.0,,,,1.0,garcom,5131.0,5.0,1.0,2.0,56011.0,6.0,2.0,4.0,950.0,950.0
